isbn,title,image URL,description
1188991442 9791188991440,해골이 딸꾹 딸꾹,https://bookthumb-phinf.pstatic.net/cover/139/110/13911012.jpg?type=m1&udate=20190612,무서울 것 같지만 이내 깔깔거리고 웃게 될 해골 이야기공동묘지의 지하가 연상되는 으스스한 방에서 해골이 깨어나는 것으로 이야기가 시작돼요. 공포스럽고 무섭게 느껴지는 무덤 속 해골이 이제 깨어났으니 앞으로 어떤 무시무시한 일들이 벌어지는 게 아닐까요? 아니에요! 무서워하지 않아도 돼요. 해골을... 
8962222361 9788962222364,와글와글 직업 대탐험 (나는 나중에 어디에서 일하게 될까?),https://bookthumb-phinf.pstatic.net/cover/121/983/12198306.jpg?type=m1&udate=20180420,"총 250가지 직업을 살펴보고 미래에 어디에서 무슨 일을 하고 싶은지 생각해 봐요! &#x0D;&#x0D;세상에는 다양한 직업들이 있어요. 그중에는 이미 여러분이 알고 있는 직업도 있고, 이름만 알고 하는 일은 모르는 직업도 있고, 전혀 모르는 직업도 있을 거예요. 『와글와글 직업 대탐험』에서는 병원, 학교, 공항... "
896222075X 9788962220759,"기적의 유아 수학 1단계 4 (1~5까지 수의 구조화,만 4세 이하,기적의 학습법 시리즈)",https://bookthumb-phinf.pstatic.net/cover/047/253/04725337.jpg?type=m1&udate=20180619,"수학을 놀이처럼!'기적의 학습법' 시리즈, 『기적의 생각 수학』 제1-4단계 &lt;1부터 5까지 수의 구조화&gt;. '구조적 수 세기'를 핵심 주제로 삼아 총3단계로 이루어진 유아 수학 프로그램입니다.

모든 수학 공부의 핵심 원리인 '수 세기'를 중점적으로 다룹니다. 수학의 기본 원리인 수의 의미와 구조를 깨칠... "
8962224690 9788962224696,기적의 독서논술 C1단계 (초등4학년이상),https://bookthumb-phinf.pstatic.net/cover/069/686/06968635.jpg?type=m1&udate=20150715,"1주일에 한 편, 생각의 지평을 넓혀 주는 단계별 독서 프로그램!생각하는 힘을 키워 주는 독서 논술 프로그램『기적의 독서논술 C1단계(초등4학년이상)』.  읽기 활동과 쓰기 활동을 통해 초등학교 학생들의 논리적 사고력과 창의적 사고력을 향상시켜 주는 논술 교재이다. 본문은 한 번을 읽어도 여러 각도로... "
8960477796 9788960477797,미국 영어발음 무작정 따라하기,https://bookthumb-phinf.pstatic.net/cover/097/242/09724299.jpg?type=m1&udate=20160927,"[미국 영어발음 무작정 따라하기]는 발음의 ABC부터 강세, 연음 등 한국인이 취약한 영어의 리듬까지 미국인처럼 소리내고 듣는 법을 53개 원리로 명쾌하게 정리했다. 60여 컷의 상세한 입모양 일러스트와 사전보다 더 정확하고 빠른 우리말 발음 표기로 누구나 유창한 발음을 구사할 수 있도록 안내한다.... "
8955821697 9788955821697,먹는 이야기,https://bookthumb-phinf.pstatic.net/cover/066/796/06679651.jpg?type=m1&udate=20181108,"끼니를 함께하는 우리 가족 이야기!아이들의 일상생활 속 생생한 에피소드를 재미있게 표현한 「지원이와 병관이」시리즈 제7권『먹는 이야기』. 이 책은 '오늘은 뭘 해 먹을까?'를 늘 고민하는 엄마와 마트 과자코너에서 뭘 고를지 쉽게 결정 못 하는 병관이, 그리고 야채를 잘 먹지 않는 지원이와 이런 딸을 위해... "
1159242097 9791159242090,시나공 토익 LISTENING (시험에 나오는 것만 공부한다!),https://bookthumb-phinf.pstatic.net/cover/142/981/14298180.jpg?type=m1&udate=20190124,"이 책은 토익이 시험이라는 전제하에 철저하게 시험 중심으로 기획된 기본서이다. 파트 1, 2에서는 다 못 들어도 정답을 고르는 전략, 파트 3, 4는 정답을 예측하며 듣는 전략을 알려주어 시험에 최적화되어 문제를 풀 수 있도록 했다.

모든 내용은 철저하게 출제 데이터를 기반해 만들어졌다. 지난 10년간의 토익... "
1164060236 9791164060238,초등 기초 무작정 따라하기 세트 (전2권),https://bookthumb-phinf.pstatic.net/cover/145/642/14564211.jpg?type=m1&udate=20190305,"파닉스 무작정 따라하기
꼭 알아야 할 파닉스 원리를 한 권에 담았어요!

무작정 보고 듣고 따라하면 저절로 트이는 파닉스의 원리, 알파벳 소리값부터 영어 단어 읽는 법까지 한 권에 담았습니다. 이 책은 영어를 처음 시작하는 아이들에게 꼭 필요한 원리만 모아 놓아, 효율적으로 파닉스를 떼고 다음 학습... "
1187345458 9791187345459,엑셀 2016 매크로&VBA 무작정 따라하기 (기본+회사실무),https://bookthumb-phinf.pstatic.net/cover/108/826/10882658.jpg?type=m1&udate=20190119,"내 업무에 딱! 그대로 베껴 쓰는 VBA 코드!
[엑셀 2016 매크로&VBA 무작정 따라하기]는 엑셀 기본 기능만으로 해결할 수 없거나 해결할 수 있더라도 반복해서 작업해야 하는 복잡한 업무 과정을 매크로와 VBA로 쉽고 빠르게 처리할 수 있도록 체계적으로 알려주는 책이다. 책은 월별 주문 현황과 고객 예약... "
1160503052 9791160503050,아이가 좋아하는 성장발달놀이 140,https://bookthumb-phinf.pstatic.net/cover/127/845/12784553.jpg?type=m1&udate=20180315,"아이와 엄마가 함께 즐기는 성장발달놀이!

일본 최고 어린이집 마미즈패밀리 소속 선생님들이 뭉쳐 만 0~5세까지의 수많은 원아들과 직접 놀아보고 아이가 정말 좋아하고 발달에도 도움이 되는 140가지 놀이를 모은 『아이가 좋아하는 성장발달놀이 140』. 엄마들의 놀이 고민에 딱 맞는 해결책을 제시해주는... "
